endpoint,model,primary,faith,null,faithful,consensus,stability
AMES,rf,shap,0.12620032840968318,0.019847504873333865,1,0.20194526619749378,0.3517733588728402
AMES,rf,shap,0.10242387059448137,0.0259525490693725,1,0.25516880152359517,0.6371582497103306
AMES,rf,shap,0.4627462883791016,0.056694919098105166,1,0.2212499544960475,0.5587786760255586
AMES,rf,shap,0.09249592151536055,0.01636717064394348,1,0.15430245108034282,0.4958129110694649
AMES,rf,shap,0.21235238357697664,0.032407147502583666,1,0.22362692791837824,0.5900493921538339
AMES,rf,shap,0.06030096302774046,0.010587311522231246,1,0.17199352204575305,0.5481228442917038
AMES,rf,shap,0.05860388621584833,0.04604839830019262,1,0.27942121167406564,0.5525720237582289
AMES,rf,shap,0.2521814004702951,0.12789467719402225,1,0.317818022960184,0.4038350251400703
AMES,rf,shap,0.017180961111681343,-0.009241666558081322,1,0.012187860759361877,0.7725076421019901
AMES,rf,shap,0.38128825005198674,0.10876628534830972,1,0.3044158388220227,0.4034008892537301
AMES,rf,shap,0.2604528312293098,0.1186581173194395,1,0.4012093909309653,0.20388239833636243
AMES,rf,shap,0.13516066844242283,-0.01765445699134331,1,0.3261080700887575,0.6564621264324548
AMES,rf,shap,-0.007863361482468986,0.00945640659204435,0,0.3711860087462393,0.5224081552600599
AMES,rf,shap,0.02769859697752038,0.018840024145297285,1,0.09844475004955375,1.157623958912351
AMES,rf,shap,0.04727494036029308,-0.018781548138398125,1,0.26456982536043194,0.3153003068848554
AMES,rf,shap,0.36221285702221956,0.041687911074195415,1,0.23837496756147578,0.6024687874886167
AMES,rf,shap,0.15674691792296136,-0.010451443866759447,1,0.24771492291117758,0.7325490627216724
AMES,rf,shap,0.07810146326596629,-0.036182790856172854,1,0.23501972395100204,0.695088817351643
AMES,rf,shap,0.1697504030376978,0.04605565785814114,1,0.17200644037957005,1.8576432399064353
AMES,rf,shap,0.2539790231887871,0.0830294482826226,1,0.3398003295408099,0.16396314885104296
AMES,rf,shap,0.5688326918754126,0.1649333879749074,1,0.25963619623631556,0.4721998181193034
AMES,rf,shap,0.21173921559505307,0.07636829068870317,1,0.17397472469568978,0.24345268880844936
AMES,rf,shap,0.04116363507552615,0.04022351243862321,1,0.23111721274428015,0.4506488544762524
AMES,rf,shap,0.015554844505090704,0.05332926378974009,0,0.2308741131897236,0.5020206343885982
AMES,rf,shap,0.4922334214082089,0.08294447413175592,1,0.2430549275851853,0.524859785995259
AMES,rf,shap,0.35817359779921726,0.08054155855845173,1,0.2927036076259237,0.600758368937938
AMES,rf,shap,0.09418971211523212,0.050491646583796713,1,0.14159081060440018,0.35947121950040123
AMES,rf,shap,0.050788249662927686,0.028500368476759297,1,0.0720020951201076,0.2779366699414703
AMES,rf,shap,0.027263244575875405,0.02953132716714309,0,0.2711699195469432,0.36097041974305727
AMES,rf,shap,0.47546617116463513,0.15065392443333656,1,0.1043566493618131,0.3874910460240372
AMES,rf,shap,0.42843725603250277,0.056046726711967386,1,0.2210914113082932,0.49976687118277746
AMES,rf,shap,0.019158863567372175,-0.02630657192761669,1,0.28600251555684303,0.41685852240284305
AMES,rf,shap,0.11537617062579526,0.012404459513015423,1,0.20920536980265614,0.311119492709444
AMES,rf,shap,0.50711924590997,0.06892899642008832,1,0.2147297191004051,0.5041307355398507
