mol_idx,bit,n_atoms,n_gt,frac_gt,ig_auc,occ_auc,rand_auc,ig_faith,occ_faith,rand_faith
18,1,7,1,0.14285714285714285,1.0,1.0,1.0,0.38545688924690086,0.3837444034094612,0.3831423344090581
18,294,7,1,0.14285714285714285,0.6666666666666667,1.0,0.5,-0.006341795126597087,-0.5450993975003561,0.00556643803914388
18,695,7,1,0.14285714285714285,0.6666666666666667,0.6666666666666667,0.33333333333333337,0.2852069415772955,0.28337895932296914,0.021680037180582683
18,283,7,1,0.14285714285714285,0.5,0.6666666666666667,0.8333333333333334,0.14697357505792752,-0.05965000903233886,0.04191259240421156
18,725,7,1,0.14285714285714285,1.0,1.0,0.16666666666666663,0.1266306589047114,0.138692374030749,0.07553217808405559
18,979,7,1,0.14285714285714285,0.0,0.6666666666666667,0.5,0.2620130019883315,0.26439473653833073,-0.03231156865755717
18,520,7,1,0.14285714285714285,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.06624809515778907,0.06624809515778907,0.06624809515778907
19,80,12,3,0.25,0.8518518518518519,1.0,0.4814814814814815,0.14546050628026327,0.14995465675989786,0.07341061035792033
19,33,12,1,0.08333333333333333,0.36363636363636365,0.9090909090909091,0.9090909090909091,0.14769547681013742,-0.06827839215596516,-0.06939150889714558
19,807,12,1,0.08333333333333333,0.9090909090909091,0.6363636363636364,0.6363636363636364,0.17893195152282715,0.33449604113896686,0.020673076311747234
19,650,12,2,0.16666666666666666,0.8,0.4,0.6,0.023230830828348797,0.11788678169250488,0.022044817606608074
19,294,12,1,0.08333333333333333,0.6363636363636364,0.7272727272727273,0.2727272727272727,0.06516677637894948,-0.18615508079528809,0.24104935054977736
19,695,12,1,0.08333333333333333,0.4545454545454546,0.6363636363636364,0.6363636363636364,0.1778285406374683,0.269492329719166,0.21871876219908395
19,881,12,1,0.08333333333333333,0.7272727272727273,0.8181818181818181,0.8181818181818181,0.35370345537861186,0.6905757098769149,0.24486141403516135
19,13,12,2,0.16666666666666666,0.75,0.8,0.25,0.03436678044333045,-0.013601969306667646,-0.02500699708859126
19,927,12,1,0.08333333333333333,1.0,0.6363636363636364,0.8181818181818181,0.40956094302237034,0.6697365607445439,0.5791155342012644
19,715,12,2,0.16666666666666666,0.04999999999999999,0.7,0.4,0.1495362917582194,0.5030410956969718,0.34254727823038894
19,939,12,2,0.16666666666666666,0.6,1.0,0.9,0.01677157978216807,0.3358947853945817,0.29760915188429254
19,838,12,2,0.16666666666666666,0.04999999999999999,0.7,1.0,-0.20226713021596274,0.41207805278827436,0.33331634135295946
19,692,12,1,0.08333333333333333,0.36363636363636365,0.5454545454545454,0.09090909090909094,0.006829573067079764,0.001585624639422652,0.008960184248280711
19,753,12,2,0.16666666666666666,0.19999999999999996,0.7,0.75,-0.17988349994023642,0.380639107960936,-0.0017462472120920818
19,932,12,1,0.08333333333333333,1.0,0.6363636363636364,0.4545454545454546,0.09868056976119988,0.1371454471573088,0.10134361203139026
20,80,12,1,0.08333333333333333,1.0,0.6363636363636364,0.4545454545454546,0.029137829939524334,0.05334442853927612,0.03634291887283325
20,807,12,5,0.4166666666666667,0.11428571428571432,0.7142857142857142,0.5142857142857143,0.08182934919993083,0.10002835591634114,0.05955439805984497
20,650,12,1,0.08333333333333333,0.0,1.0,0.4545454545454546,0.4048544963200887,0.4587392807006836,0.09890808661778767
20,1,12,4,0.3333333333333333,0.9375,1.0,0.65625,0.6591397029502938,0.6601806504380269,0.1554072896639506
20,694,12,1,0.08333333333333333,0.5454545454545454,0.6363636363636364,0.0,0.02847822631398837,-0.004105281705657641,-0.0009052188446124395
20,222,12,1,0.08333333333333333,0.0,0.6363636363636364,0.0,0.3023255380491416,0.28782327473163605,0.1300212343533834
